Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,42100.000000,42340.000000,41580.000000,42060.000000,37125.953125,2389450
2018-01-09,41200.000000,41700.000000,40200.000000,40880.000000,36084.378906,2223550
2018-01-10,41080.000000,41200.000000,39080.000000,39080.000000,34495.542969,3303100
2018-01-11,39000.000000,39420.000000,38300.000000,39340.000000,34725.035156,2101150
2018-01-12,39960.000000,39960.000000,38220.000000,39160.000000,34566.156250,2320150
2018-01-15,39240.000000,39840.000000,39100.000000,39540.000000,34901.578125,1403000
2018-01-16,39800.000000,41000.000000,39720.000000,40800.000000,36013.765625,1869100
2018-01-17,40600.000000,40760.000000,39800.000000,40240.000000,35519.460938,1417950
2018-01-18,40440.000000,41320.000000,40420.000000,40940.000000,36137.339844,2024500
2018-01-19,41000.000000,41220.000000,40000.000000,40000.000000,35307.613281,2300750
2018-01-22,39700.000000,39800.000000,39140.000000,39560.000000,34919.234375,2018900
2018-01-23,39700.000000,40200.000000,39480.000000,40200.000000,35484.156250,1425950
2018-01-24,40000.000000,40540.000000,39900.000000,40240.000000,35519.460938,1352000
2018-01-25,40120.000000,40960.000000,39980.000000,40960.000000,36154.992188,1173400
2018-01-26,41180.000000,41420.000000,40760.000000,41400.000000,36543.375000,1645450
2018-01-29,42000.000000,42080.000000,41580.000000,42080.000000,37143.605469,1859650
2018-01-30,42000.000000,42000.000000,40660.000000,41000.000000,36190.312500,1764900
2018-01-31,40960.000000,44300.000000,40760.000000,42180.000000,37231.875000,4982900
2018-02-01,42740.000000,42740.000000,41020.000000,41180.000000,36349.183594,2652000
2018-02-02,41000.000000,41040.000000,39460.000000,39460.000000,34830.960938,3432750
2018-02-05,38680.000000,39980.000000,38180.000000,39560.000000,34919.234375,1916650
2018-02-06,38360.000000,39640.000000,38340.000000,39160.000000,34566.156250,2134250
2018-02-07,39840.000000,39900.000000,37620.000000,37620.000000,33206.812500,2083800
2018-02-08,37520.000000,38360.000000,37520.000000,38100.000000,33630.500000,2016750
2018-02-09,37200.000000,37500.000000,36660.000000,36780.000000,32465.351563,1687350
2018-02-12,37200.000000,38340.000000,36900.000000,37600.000000,33189.160156,1778450
2018-02-13,38780.000000,39920.000000,38240.000000,39700.000000,35042.808594,2444450
2018-02-14,40400.000000,41000.000000,40060.000000,40740.000000,35960.808594,1742200
2018-02-19,41760.000000,41760.000000,40180.000000,40740.000000,35960.808594,1740500
2018-02-20,40820.000000,40900.000000,40140.000000,40400.000000,35660.691406,2077000
2018-02-21,40500.000000,40500.000000,39280.000000,40020.000000,35325.273438,1587950
